film_title,user_note,film_url,review,clean_review,sentiment
Le Prête-nom de Martin Ritt,4.0,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"C'est vrai que Martin Ritt n'était peut-être pas le meilleur choix pour la réalisation, celle-ci restant très classique, pour ne pas dire un peu fade. Mais j'ai presque envie de dire qu'importe. Oui, car le travail appliqué de celui-ci suffit tant le film peut s'appuyer sur deux points essentiels : son sujet et son scénario. Le maccarthysme a été effectivement traité extrêmement rarement au cinéma, ce qui justifie presque à lui seul son visionnage. Seulement, s'il est fréquent que d'excellents thèmes déçoivent dans leur traitement, il n'en est rien ici, l'histoire s'avérant aussi riche que passionnante, que ce soit à travers son évolution, ses dialogues et surtout ses personnages : subtils, complexes et excellemment joués, à l'image de Woody Allen et Zero Mostel, remarquables. Bref, si « Le Prête-nom » n'est pas le chef-d'œuvre qu'il aurait sans doute pu être, il n'en reste pas moins souvent saisissant, instructif et émouvant : une belle réussite.",cest vrai que martin ritt nétait peutêtre pas le meilleur choix pour la réalisation celleci restant très classique pour ne pas dire un peu fade mais jai presque envie de dire quimporte oui car le travail appliqué de celuici suffit tant le film peut sappuyer sur deux points essentiels son sujet et son scénario le maccarthysme a été effectivement traité extrêmement rarement au cinéma ce qui justifie presque à lui seul son visionnage seulement sil est fréquent que dexcellents thèmes déçoivent dans leur traitement il nen est rien ici lhistoire savérant aussi riche que passionnante que ce soit à travers son évolution ses dialogues et surtout ses personnages subtils complexes et excellemment joués à limage de woody allen et zero mostel remarquables bref si « le prêtenom » nest pas le chefdœuvre quil aurait sans doute pu être il nen reste pas moins souvent saisissant instructif et émouvant une belle réussite,Positif
Le Prête-nom de Martin Ritt,4.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"Alors qu'en 2016 avec ""Avé César!"",  les frères Coen ont choisi de traiter  par la dérision la plaie jamais complètement refermée de la triste période de ""la chasse aux sorcières"", revoir ""Le prête-nom"" de Martin Ritt est une bonne occasion de se rappeler qu'un autre réalisateur, aujourd'hui un peu oublié et  sous-estimé par la critique française,  avait lui aussi, en 1976, choisi de traiter par le biais du  sourire le sujet, et ce, au moment même où la sinistre HCUA  ( House Commitee  on Un-American Activities) venait  juste d'être  dissoute .  Les films traitant ouvertement du maccarthysme ne sont d'ailleurs  pas légion et depuis  Irvin Winkler avec son très académique et pesant ""La loi de la nuit"" en 1992, personne n'a réellement abordé le sujet de front. Il faut en premier lieu rappeler que Martin Ritt était un homme aux idées progressistes clairement orientées à gauche, lui-même blacklisté et profondément bouleversé par l'histoire  d'Elia Kazan, son ami,  entraîné par la commission dans une honteuse et douloureuse délation qui  poursuivra  le réalisateur de ""Sur les quais"" durant  le restant de sa vie. Même l'Oscar d'honneur qui lui sera remis en 1999 comme une sorte d'appel à la réconciliation de la  profession  avec un homme au crépuscule de son existence sera contesté, Kazan n'ayant jamais fait complètement acte de rédemption. C'est donc sans surprise que Ritt saisit la première occasion de traiter le sujet qui lui sera offerte par un studio, en l'occurrence la Columbia. C'est entouré d'autres victimes de cette époque comme le scénariste Walter Bernstein ou les acteurs Zero Mostel Herschel Bernardi, Lloyd Gough et Joshua Shelley, qu'il se met au travail.  Après avoir envisagé Dustin Hoffman ou Robert Redford dans le rôle du prête-nom, le choix se porte finalement sur Woody Allen d'abord réticent car à la veille de réaliser son premier chef d'œuvre ""Annie Hall"" (1977 et n'envisageant plus de jouer autrement que sous sa propre direction. La force du sujet mais aussi la manière dont Ritt entend utiliser son personnage finissent de le convaincre. A la vision du film certains ont reproché à Ritt d'avoir laisser un peu trop la bride sur le cou au trublion comique. En réalité par sa seule présence dont il sait moduler la densité selon les scènes, Woody Allen insuffle au film une tonalité oscillant entre le drolatique et le tragique qui éclaire tout à fait le ridicule de la situation et surtout sa parfaite hypocrisie sans jamais laisser de côté ses conséquences néfastes sur  la carrière d'une certaine partie des gens du spectacle.  A ce sujet, à travers spoiler: le suicide d'un acteur sur le retour joué par Zero Mostel  que la commission tente de faire passer du côté des délateurs , Martin Ritt contribue à désacraliser quelque peu la fameuse liste des ""dix de Hollywood"" constituée exclusivement de scénaristes et  dont le film montre clairement que sous des noms d'emprunt ils ont pu continuer à travailler sans que les patrons des studios ne soient réellement dupes. Mais par dessus tout  ce que Ritt met parfaitement en lumière à travers le personnage de Delaney (Lloyd Gough)  fonctionnaire zélé en charge de présélectionner les candidats potentiels à l'audition devant l'HCUA, c'est la capacité de certains à s'emparer d'une cause pour exercer l'abus de pouvoir sans vergogne. Phénomène sur lequel s'appuient largement toutes les dictatures appliqué ici à une démocratie. Il montre aussi  grâce à  la réaction finale de  Howard Prince (Woody Allen), le prête-nom jusqu'alors assez peu regardant sur les moyens de sortir de sa condition que la capacité de dire non aux injonctions peut   venir de celui qu'on attendait le moins. En somme selon Ritt en ces périodes troubles rien n'est écrit et la charge  de son film  même teintée d'humour rappelle que c'est bien aux hommes de pouvoir  qu'il revient de faire en sorte que de tels climats propres à réveiller les pires instincts ne puissent s'installer. Comme on dit  familièrement : ""Ritt n'oublie pas de remettre l'église au centre du village"". A côtés des mérites du réalisateur et de son scénariste, il faut saluer la partition  très impliquée et profondément touchante de  Zero Mostel dont le personnage de Hecky Brown est lointainement basé sur celui de Philip Loeb, spoiler: son ami qui se suicida en 1955 suite à l’intolérable pression subie  pendant cette période sombre de l'histoire des Etats-Unis . On notera enfin les présences de Michael Murphy l'acteur fétiche de Robert Altman , celle d'Andrea Marcovicci délicieuse  actrice trop rare et celle dans un petit rôle de Danny Aiello futur solide second rôle chez Spike Lee, Woody Allen ou Harold Becker. Tous ces ingrédients réunis ajoutés à la sincérité jamais démentie de Martin Ritt font du ""Prête-nom"" le film sans doute  le plus lucide sur la monstruosité d'une démarche utilisant quasiment les mêmes méthodes que celles qu'elle dénonce pour se justifier.",alors quen 2016 avec avé césar les frères coen ont choisi de traiter par la dérision la plaie jamais complètement refermée de la triste période de la chasse aux sorcières revoir le prêtenom de martin ritt est une bonne occasion de se rappeler quun autre réalisateur aujourdhui un peu oublié et sousestimé par la critique française avait lui aussi en 1976 choisi de traiter par le biais du sourire le sujet et ce au moment même où la sinistre hcua house commitee on unamerican activities venait juste dêtre dissoute les films traitant ouvertement du maccarthysme ne sont dailleurs pas légion et depuis irvin winkler avec son très académique et pesant la loi de la nuit en 1992 personne na réellement abordé le sujet de front il faut en premier lieu rappeler que martin ritt était un homme aux idées progressistes clairement orientées à gauche luimême blacklisté et profondément bouleversé par lhistoire delia kazan son ami entraîné par la commission dans une honteuse et douloureuse délation qui poursuivra le réalisateur de sur les quais durant le restant de sa vie même loscar dhonneur qui lui sera remis en 1999 comme une sorte dappel à la réconciliation de la profession avec un homme au crépuscule de son existence sera contesté kazan nayant jamais fait complètement acte de rédemption cest donc sans surprise que ritt saisit la première occasion de traiter le sujet qui lui sera offerte par un studio en loccurrence la columbia cest entouré dautres victimes de cette époque comme le scénariste walter bernstein ou les acteurs zero mostel herschel bernardi lloyd gough et joshua shelley quil se met au travail après avoir envisagé dustin hoffman ou robert redford dans le rôle du prêtenom le choix se porte finalement sur woody allen dabord réticent car à la veille de réaliser son premier chef dœuvre annie hall 1977 et nenvisageant plus de jouer autrement que sous sa propre direction la force du sujet mais aussi la manière dont ritt entend utiliser son personnage finissent de le convaincre a la vision du film certains ont reproché à ritt davoir laisser un peu trop la bride sur le cou au trublion comique en réalité par sa seule présence dont il sait moduler la densité selon les scènes woody allen insuffle au film une tonalité oscillant entre le drolatique et le tragique qui éclaire tout à fait le ridicule de la situation et surtout sa parfaite hypocrisie sans jamais laisser de côté ses conséquences néfastes sur la carrière dune certaine partie des gens du spectacle a ce sujet à travers spoiler le suicide dun acteur sur le retour joué par zero mostel que la commission tente de faire passer du côté des délateurs martin ritt contribue à désacraliser quelque peu la fameuse liste des dix de hollywood constituée exclusivement de scénaristes et dont le film montre clairement que sous des noms demprunt ils ont pu continuer à travailler sans que les patrons des studios ne soient réellement dupes mais par dessus tout ce que ritt met parfaitement en lumière à travers le personnage de delaney lloyd gough fonctionnaire zélé en charge de présélectionner les candidats potentiels à laudition devant lhcua cest la capacité de certains à semparer dune cause pour exercer labus de pouvoir sans vergogne phénomène sur lequel sappuient largement toutes les dictatures appliqué ici à une démocratie il montre aussi grâce à la réaction finale de howard prince woody allen le prêtenom jusqualors assez peu regardant sur les moyens de sortir de sa condition que la capacité de dire non aux injonctions peut venir de celui quon attendait le moins en somme selon ritt en ces périodes troubles rien nest écrit et la charge de son film même teintée dhumour rappelle que cest bien aux hommes de pouvoir quil revient de faire en sorte que de tels climats propres à réveiller les pires instincts ne puissent sinstaller comme on dit familièrement ritt noublie pas de remettre léglise au centre du village a côtés des mérites du réalisateur et de son scénariste il faut saluer la partition très impliquée et profondément touchante de zero mostel dont le personnage de hecky brown est lointainement basé sur celui de philip loeb spoiler son ami qui se suicida en 1955 suite à l’intolérable pression subie pendant cette période sombre de lhistoire des etatsunis on notera enfin les présences de michael murphy lacteur fétiche de robert altman celle dandrea marcovicci délicieuse actrice trop rare et celle dans un petit rôle de danny aiello futur solide second rôle chez spike lee woody allen ou harold becker tous ces ingrédients réunis ajoutés à la sincérité jamais démentie de martin ritt font du prêtenom le film sans doute le plus lucide sur la monstruosité dune démarche utilisant quasiment les mêmes méthodes que celles quelle dénonce pour se justifier,Positif
Le Prête-nom de Martin Ritt,4.0,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"Traité du « maccarthysme » pour sujet principal, le défis était risqué et osé, surtout quand l’acteur principal en fut lui aussi victime au début de sa carrière. (Le « maccarthysme » était une procédure consistant à traquer d'éventuels agents, militants ou sympathisants communistes aux Etats-Unis, de 1947 à 1953). Avec Le Prête-Nom (1976), Martin Ritt offre un rôle important à Woody Allen, celui du prête-nom (une personne qui accepte de se faire passer pour quelqu’un d’autre, lorsqu’une personne figure sur la black list). Ainsi, Howard Prince, caissier dans un restaurant se voit solliciter de l’aide par un ami écrivain, afin qu’il lui serve de prête-nom (afin qu’il puisse publier ses ouvrages sous son nom, ce qui lui permet de ne pas être au chômage et de pouvoir exercer son métier en toute discrétion malgré les menaces qui pèse sur lui). Ritt en profite pour y réaliser un drame palpitant (et révoltant). Pour la petite anecdote, le scénario fut écrit par cinq scénaristes, tous figurants à l’époque sur la fameuse black list !",traité du « maccarthysme » pour sujet principal le défis était risqué et osé surtout quand l’acteur principal en fut lui aussi victime au début de sa carrière le « maccarthysme » était une procédure consistant à traquer déventuels agents militants ou sympathisants communistes aux etatsunis de 1947 à 1953 avec le prêtenom 1976 martin ritt offre un rôle important à woody allen celui du prêtenom une personne qui accepte de se faire passer pour quelqu’un d’autre lorsqu’une personne figure sur la black list ainsi howard prince caissier dans un restaurant se voit solliciter de l’aide par un ami écrivain afin qu’il lui serve de prêtenom afin qu’il puisse publier ses ouvrages sous son nom ce qui lui permet de ne pas être au chômage et de pouvoir exercer son métier en toute discrétion malgré les menaces qui pèse sur lui ritt en profite pour y réaliser un drame palpitant et révoltant pour la petite anecdote le scénario fut écrit par cinq scénaristes tous figurants à l’époque sur la fameuse black list,Positif
Le Prête-nom de Martin Ritt,2.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"Film à peu près inconnu en France, « The Front » aborde la question des effets du Mac-Carthysme dans le milieu de la télévision. Ecrit, réalisé et interprété par d'anciens blacklistés, il met en scène un américain lambda (caissier, vaguement bookmaker à ses heures, pas très cultivé, sans grande conscience politique) se transformant en héraut/héros de la liberté de penser. Le personnage est intéressant sur le papier mais peine à exister totalement à l'écran, la faute à une erreur de casting : Woody Allen a beau faire profil bas pour un de ses rares rôles dramatiques, son corps, son allure et sa voix ne correspondent pas à l'Américain moyen qu'on s'imagine en prête-nom. Les personnages des scénaristes sont eux aussi un peu bâclés, et il y a avait pourtant un potentiel pour leur histoire d'hommes obligés d'écrire dans l'ombre et de ne recevoir aucun crédit pour leur travail. Quant à l'acteur incarné par Zero Mostel, c'est le seul à rendre véritablement l'injustice de la liste noire. « Le Prête-Nom » est certes un témoignage intéressant (et de première main) sur une époque peu glorieuse de l'Histoire des Etats-Unis, mais semble tuer dans l'oeuf tout enjeu narratif digne de ce nom pour s'égarer dans des sous-intrigues inutiles (l'amourette entre Allen et la directrice de production). Dramatique mais manquant de puissance, flirtant parfois avec la comédie mais avec tellement de précautions que cela manque terriblement de naturel (une satire aurait d'ailleurs peut-être été plus efficace), « Le Prête-Nom » est un film nécessaire mais globalement raté, assez lent et souvent ennuyeux. Les bonnes intentions ne remplaceront jamais les bonnes idées.",film à peu près inconnu en france « the front » aborde la question des effets du maccarthysme dans le milieu de la télévision ecrit réalisé et interprété par danciens blacklistés il met en scène un américain lambda caissier vaguement bookmaker à ses heures pas très cultivé sans grande conscience politique se transformant en hérauthéros de la liberté de penser le personnage est intéressant sur le papier mais peine à exister totalement à lécran la faute à une erreur de casting woody allen a beau faire profil bas pour un de ses rares rôles dramatiques son corps son allure et sa voix ne correspondent pas à laméricain moyen quon simagine en prêtenom les personnages des scénaristes sont eux aussi un peu bâclés et il y a avait pourtant un potentiel pour leur histoire dhommes obligés décrire dans lombre et de ne recevoir aucun crédit pour leur travail quant à lacteur incarné par zero mostel cest le seul à rendre véritablement linjustice de la liste noire « le prêtenom » est certes un témoignage intéressant et de première main sur une époque peu glorieuse de lhistoire des etatsunis mais semble tuer dans loeuf tout enjeu narratif digne de ce nom pour ségarer dans des sousintrigues inutiles lamourette entre allen et la directrice de production dramatique mais manquant de puissance flirtant parfois avec la comédie mais avec tellement de précautions que cela manque terriblement de naturel une satire aurait dailleurs peutêtre été plus efficace « le prêtenom » est un film nécessaire mais globalement raté assez lent et souvent ennuyeux les bonnes intentions ne remplaceront jamais les bonnes idées,Négatif
Le Prête-nom de Martin Ritt,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"Pour aborder la problématique du mccarthysme, que diriez-vous d'un regard décalé et ironique, en plus d'une plongée crédible dans le milieu télévisuel de l'époque? Cette prise de recul par rapport au sujet est réjouissante, et permet de démontrer de manière tout aussi efficace les dérives de ce système. Le personnage du prête-nom est une idée originale et très bien exploitée, avec les rebondissements comiques de l'imposteur ayant du mal à jouer son rôle, et avec les troubles identitaires que cela entraine. Woody Allen s'en donne à coeur joie, et les personnages secondaires sont tous très attachants aussi. La dernière partie est un peu plus conventionnelle, j'ai vu venir de loin l'évolution du personnage. Mais la qualité des dialogues et de l'interprétation fait passer la sauce sans trop de problèmes. En un mot, c'est un film à découvrir pour ses qualités de témoignage, d'ironie, et le questionnement universel qui peut en ressortir : qu'aurions-nous fait à la place des personnages?",pour aborder la problématique du mccarthysme que diriezvous dun regard décalé et ironique en plus dune plongée crédible dans le milieu télévisuel de lépoque cette prise de recul par rapport au sujet est réjouissante et permet de démontrer de manière tout aussi efficace les dérives de ce système le personnage du prêtenom est une idée originale et très bien exploitée avec les rebondissements comiques de limposteur ayant du mal à jouer son rôle et avec les troubles identitaires que cela entraine woody allen sen donne à coeur joie et les personnages secondaires sont tous très attachants aussi la dernière partie est un peu plus conventionnelle jai vu venir de loin lévolution du personnage mais la qualité des dialogues et de linterprétation fait passer la sauce sans trop de problèmes en un mot cest un film à découvrir pour ses qualités de témoignage dironie et le questionnement universel qui peut en ressortir quaurionsnous fait à la place des personnages,Positif
Le Prête-nom de Martin Ritt,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"Bon film de Martin Ritt, qui reprend ici le thème du maccarthysme dans le monde du cinéma et des scénaristes. Le scénario est très limpide, le récit se déroule agréablement, la romance du héros n'était pas vraiment indispensable. Les dialogues sont parfois brillants, mais la confrontation avec le comité est très décevant, et aurait pu être plus percutant. Néanmoins, cela est très ""regardable"", même Woody Allen semble à l'aise dans son rôle.",bon film de martin ritt qui reprend ici le thème du maccarthysme dans le monde du cinéma et des scénaristes le scénario est très limpide le récit se déroule agréablement la romance du héros nétait pas vraiment indispensable les dialogues sont parfois brillants mais la confrontation avec le comité est très décevant et aurait pu être plus percutant néanmoins cela est très regardable même woody allen semble à laise dans son rôle,Positif
Le Prête-nom de Martin Ritt,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"Un sujet grave traité intelligement et simplement, c'est à la fois amusant et touchant. On ne voit pas le temps passer",un sujet grave traité intelligement et simplement cest à la fois amusant et touchant on ne voit pas le temps passer,Positif
Le Prête-nom de Martin Ritt,4.0,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"C’est un film qui dénonce, mais sans les grands sabots de la propagande. Surtout qu’il s’agit de l’époque du maccarthysme quand les artistes communistes étaient priés d’aller voir ailleurs. Un temps révolu, mais le fond du problème (délation, trahison, suspicion et liberté de pensée) doit toujours nous tenir en éveil. C’est ce que dit avec finesse, humour et fermeté Martin Ritt , bien secondé par une écriture merveilleuse, des dialogues à se relever la nuit : Woody Allen aurait pu en être l’auteur. Ici, il se contente d’interpréter fort bien le personnage du prête-nom avec une affiche confortable. Plusieurs scènes devraient figurer dans une anthologie du cinéma américain. Le restaurant avec sa petite amie, celle des camps de concentration spoiler: qu’il faut réécrire car le sponsor est une société de gaz, et à la fin  quand le héros se retrouve devant un tribunal politique. C’est grandiose… Pour en savoir plus",c’est un film qui dénonce mais sans les grands sabots de la propagande surtout qu’il s’agit de l’époque du maccarthysme quand les artistes communistes étaient priés d’aller voir ailleurs un temps révolu mais le fond du problème délation trahison suspicion et liberté de pensée doit toujours nous tenir en éveil c’est ce que dit avec finesse humour et fermeté martin ritt bien secondé par une écriture merveilleuse des dialogues à se relever la nuit woody allen aurait pu en être l’auteur ici il se contente d’interpréter fort bien le personnage du prêtenom avec une affiche confortable plusieurs scènes devraient figurer dans une anthologie du cinéma américain le restaurant avec sa petite amie celle des camps de concentration spoiler qu’il faut réécrire car le sponsor est une société de gaz et à la fin quand le héros se retrouve devant un tribunal politique c’est grandiose… pour en savoir plus,Positif
Le Prête-nom de Martin Ritt,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"Film fait par d'anciennes victimes de la liste noire (réalisateur, scénariste, acteur). Il retranscrit à merveille l'atmosphère étouffante de l'époque à Hollywood et les rouages du maccarthysme qui reposent sur le chantage et l'intimidation. Le film n'assène pas son message avec lourdeur mais use au contraire de la comédie. Dans un des rares rôles qu'il ne s'est pas taillé sur mesure, Allen est très bien.",film fait par danciennes victimes de la liste noire réalisateur scénariste acteur il retranscrit à merveille latmosphère étouffante de lépoque à hollywood et les rouages du maccarthysme qui reposent sur le chantage et lintimidation le film nassène pas son message avec lourdeur mais use au contraire de la comédie dans un des rares rôles quil ne sest pas taillé sur mesure allen est très bien,Positif
Le Prête-nom de Martin Ritt,4.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=2954.html,"Étonnant que ce film, courageux et remarquable, soit passé presque totalement inaperçu. La direction d'acteur est excellente, le sujet passionnant... Le seul point négatif me semble $être le choix de Woody Allen dans le rôle principal, dans lequel il n'est pas toujours convaincant.",étonnant que ce film courageux et remarquable soit passé presque totalement inaperçu la direction dacteur est excellente le sujet passionnant le seul point négatif me semble être le choix de woody allen dans le rôle principal dans lequel il nest pas toujours convaincant,Positif
